searched_zipcode,searched_category,searched_lat,searched_lng,Restaurant_Name,restaurant_id,loc_number,City,Address,Postcode,Latitude,Longitude,cuisines,offers,delivery_fee_raw,delivery_fee,delivery_time_raw,delivery_time,service_fee_raw,service_fee,distance,review_count,review_rating,RunDate,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Ruby Murray,1001,38811,London,FirstLine1 Lever Street,EC1V 3QU,51.526493,-0.099433,"Indian,Curry,Halal,Collect stamps,Low De",10% off when you spend £20,,0,30-45,37.5,,0,0.6,2222,5.16,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Naar Lebanese takeaway,1002,162699,London,FirstLine94 Old Street,EC1V 9AY,51.524631,-0.093726,"Lebanese,Grill",,,2.49,25-40,32.5,,0,0.5,11,4.73,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Dhaba Kitchen - Street Food,1003,129948,London,FirstLine73 Wentworth Street,E1 7TD,51.5169355,-0.0746264,"Indian,Grill,Collect stamps,Low Delivery Fee",25% off your order today,,0.99,30-45,37.5,,0,1.1,38,5.45,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,GUGSU,1004,165209,London,FirstLine68 Whitechapel High Street,E1 7PL,51.51591,-0.069685,ChineseNoodlesHalalCollect stamps,25% off your order today,,2.49,15-30,22.5,,0,1.3,31,4.88,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Enso,1005,122029,London,FirstLine94 Brick Lane,E1 6RL,51.519516,-0.071631,JapaneseSushiCollect stampsLow Delivery Fee,40% off your order today,,0.99,40-55,47.5,,0,1.2,298,4.43,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Comptoir Libanais - London Bridge,1006,120246,London,FirstLineTooley Street,SE1 2TF,51.504754,-0.083711,"Middle Eastern,Kebab,Low Delivery Fee",,,0.99,25-40,32.5,,0,1.1,62,4.68,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,LEON - Bankside,1007,143490,London,FirstLine7 Canvey Street,SE1 9AN,51.506482,-0.099539,ChickenHealthyLow Delivery Fee,,,0.99,35-50,42.5,,0,0.8,94,4.33,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Le Pain Quotidien - St Pancras,1008,151820,London,"FirstLineLe Pain Quotidien, St Pancras International Unit 4",N1C 4QL,51.530623,-0.126242,BreakfastSandwichesCollect stampsLow Delivery Fee,,,0.99,25-40,32.5,,0,1.4,6,4.61,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,McDonald's® - London - St Paul's,1009,121494,London,FirstLine1a Ludgate Hill,EC4M 7AA,51.513685,-0.100909,BurgersChickenLow Delivery Fee,,,0.99,40-55,47.5,,0,0.3,371,3.96,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Burger King Kingsway,1010,91788,London,FirstLine117 Kingsway,WC2B 6PP,51.516836,-0.120213,BurgersAmericanLow Delivery Fee,,,0.99,30-45,37.5,,0,0.9,330,3.34,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Angel Kebab,1011,81632,London,FirstLine133 Essex Road,N1 2SN,51.53987,-0.097409,KebabPizzaHalal,,,2,25-40,32.5,,0,1.5,1056,4.71,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,King Rooster - Kings Cross,1012,152612,London,FirstLine127 Kings Cross Road,WC1X 9BJ,51.529587,-0.116076,ChickenPizza,,,2.49,35-50,42.5,,0,1.1,70,4.57,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Lebanese Grill Express,1013,171210,London,FirstLine84 Leather Lane,EC1N 7TT,51.521515,-0.109813,LebaneseMediterranean,,,2,25-40,32.5,,5,0.5,2,4,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,German Doner Kebab - Islington,1014,114111,London,FirstLine11a Islington High Street,N1 9LQ,51.532385,-0.106503,KebabLunchHalalLow Delivery Fee,,,0.99,35-50,42.5,,0,1,1975,4.05,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Taco Bell - Holborn,1015,116968,London,FirstLine75 Southampton Row,WC1B 4ET,51.520314,-0.122975,MexicanBurritosLow Delivery Fee,,,0.99,40-55,47.5,,0,1,1149,3.8,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Green Valley Juices & Smoothies,1016,168365,London,FirstLine129 Essex Road,N1 2SN,51.53987,-0.097409,SmoothiesDrinksCollect stampsLow Delivery Fee,,,0.99,15-30,22.5,,0,1.5,2,4.5,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Bubbleology - Bloomsbury,1017,134915,London,FirstLine40a Museum Street,WC1A 1LU,51.517856,-0.125679,Bubble TeaDessertsLow Delivery Fee,,,0.99,20-35,27.5,,0,1.1,60,4.92,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Q's Chicken,1018,60622,London,FirstLine12 Caledonian Road,N1 9DU,51.531414,-0.120739,ChickenIndianHalal,,,1.5,35-50,42.5,,13,1.3,263,5.39,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Bubble Tea & Beyond,1019,169428,London,"FirstLineGhost Kitchens, Unit F2-007 82-88 Mile End Road",E1 4UN,51.520329,-0.052387,Bubble TeaDrinksCollect stampsLow Delivery Fee,10% off your order today,,0.99,25-40,32.5,,0,2,6,3.17,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,4 Seasons,1020,146114,London,FirstLine239 Caledonian Road,N1 1ED,51.538854,-0.116914,ChineseThaiHalalLow Delivery Fee,25% off when you spend £20,,0.99,35-50,42.5,,13,1.6,1275,5.32,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,KFC Farringdon,1021,77507,London,FirstLine37 Farringdon Road,EC1M 3JB,51.520112,-0.106044,ChickenAmericanHalalLow Delivery Fee,,,0.99,30-45,37.5,,0,0.3,1753,3.78,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,A Burgers - Vauxhall,1022,170378,London,FirstLine187 Hercules Road,SE1 7LD,51.496084,-0.115225,BurgersVeganLow Delivery Fee,,,0.99,20-35,27.5,,0,1.7,4,4.25,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kings Pizza,1023,204,London,FirstLine280 Caledonian Road,N1 1BA,51.539285,-0.116466,ItalianVeganHalalCollect stampsLow ,,,0,35-50,42.5,,12,1.6,1105,4.99,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Magic Wok,1024,72668,London,FirstLine107 Lever Street,EC1V 3RQ,51.527067,-0.096006,ChineseDim SumLow Delivery Fee,10% off when you spend £20,,1,35-50,42.5,,12.9,0.6,1490,5.12,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Vegan Heaven,1025,171253,London,FirstLine18 Philpot Street,E1 2DW,51.515102,-0.05833,VeganVegetarianHalalCollect stamps,,,1,35-50,42.5,,0,1.8,6,3.5,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Golden Wok,1026,139335,London,FirstLine86 Murray Grove,N1 7QJ,51.531043,-0.089498,ChineseAsianLow Delivery Fee,10% off when you spend £20,,0,35-50,42.5,,15,1,243,5.15,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Angel Curry Centre,1027,21938,Islington,FirstLine5 Chapel Market,N1 9EZ,51.533552,-0.109981,IndianCurryHalalLow Delivery Fee,,,0,35-50,42.5,,0,1.2,572,5.24,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Boba & Mi,1028,171187,London,FirstLine2 Toynbee Street,E1 7NE,51.518241,-0.074613,Bubble TeaAsianCollect stamps,50% off when you spend £5,,2.49,25-40,32.5,,0,1.1,3,4.89,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Hungry Kitchen,1029,148953,London,FirstLine239 Caledonian Road,N1 1ED,51.53899,-0.117,IndianCurryHalalLow Delivery Fee,25% off when you spend £35,,1.25,35-50,42.5,,10,1.6,544,5.45,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,STARBUCKS® - South Bank - Globe,1030,145657,London,FirstLineUnit 1 24 New Globe Walk Emerson Street,SE1 9DS,51.508891,-0.095564,BreakfastCoffeeLow Delivery Fee,,,0.99,15-30,22.5,,0,0.7,28,4.86,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Arepita Sliders,1031,170386,London,FirstLineUnit 49\n2-10 Bethnal Green Road London\nHackney,E1 6GY,51.523665,-0.077131,Latin AmericanVeganCollect stampsLow Delivery Fee,20% off when you spend £20,,0.99,25-40,32.5,,0,1,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,N1 Grill,1032,87503,London,FirstLine6 Chapel Market,N1 9EZ,51.533462,-0.110442,ChickenBurgersHalalCollect stamps,10% off your order today,,0.99,40-55,47.5,,0,1.2,411,4.58,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Chufang,1033,153357,London,FirstLine17 Clerkenwell Road,EC1M 5RD,51.522484,-0.101637,ChineseAsianHalal,15% off when you spend £20,,2.49,40-55,47.5,,10,0.3,149,5.44,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kod,1034,172479,London,FirstLine330 Upper Street,N1 2XQ,51.536793,-0.103081,BurgersBreakfast,,,2.49,25-40,32.5,,0,1.3,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Quick Doner,1035,171235,London,FirstLine131 New Road,E1 1HJ,51.51815,-0.06295,ChickenKebabHalalCollect stamps,10% off when you spend £20,,2.49,25-40,32.5,,0,1.6,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Cinnamon Tree,1036,17504,London,FirstLine14 Exmouth Market,EC1R 4QE,51.525872,-0.108858,IndianBangladeshiHalal,,,1.5,35-50,42.5,,15,0.7,244,5.4,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Healthy-Ish,1037,169759,London,"FirstLine210 -212, Caledonian Road,",N1 0SQ,51.536766,-0.116285,CoffeeBreakfast,,,2.49,25-40,32.5,,0,1.5,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Italiano Pizza,1038,39374,London,FirstLine59 Nile Street,N1 7RD,51.529492,-0.088077,ItalianPizza,,,2.49,35-50,42.5,,0,0.9,179,5.07,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Thai Metro,1039,171655,London,FirstLine38 Charlotte Street,W1T 2NN,51.519237,-0.13534,ThaiNoodles,,,2.49,25-40,32.5,,0,1.6,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kung Food,1040,31659,London,FirstLine158 Clerkenwell Road,EC1R 5DU,51.522183,-0.11089,ChineseOrientalLow Delivery Fee,10% off when you spend £20,,1,25-40,32.5,,15,0.6,1606,4.95,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Wasabi - Borough,1041,117187,London,FirstLine59-61 Borough High Street,SE1 1NE,51.504653,-0.089988,SushiLunchLow Delivery Fee,,,0.99,35-50,42.5,,0,1,489,4.62,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Nepalese Grill,1042,172408,London,FirstLine54 Cannon Street Road,E1 0BH,51.510554,-0.060642,IndianCurry,15% off when you spend £20,,2.49,25-40,32.5,,0,1.7,1,6,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Cafe Tiffin,1043,14997,London,FirstLine69 Compton Street,EC1V 0BN,51.524653,-0.102421,IndianCurryHalalLow Delivery Fee,10% off when you spend £20,,0,30-45,37.5,,0,0.5,1340,5.27,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Mumbai Street,1044,171405,London,"FirstLine82-88 Mile End Road, Ghost Kitchens Unit F2-006",E1 4UN,51.520189,"F2-006""",IndianCurry,20% off your order today,,2.49,25-40,32.5,,0,2,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Oodles Chinese - Holborn,1045,154804,London,"FirstLineUnit 4, Ground Floor  16 Procter Street",WC1V 6NX,51.518325,Procter,ChineseNoodlesCollect stampsLow Delivery Fee,,,0.99,40-55,47.5,,0,0.9,84,4.63,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Shaakaahaaree,1046,171406,London,"FirstLine82-88 Mile End Road, Ghost Kitchens Unit F2-004",E1 4UN,51.520189,"F2-004""",VeganIndian,20% off your order today,,2.49,25-40,32.5,,0,2,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Papa John's - Farringdon,1047,162310,London,FirstLine65 Farringdon Road,EC1M 3JB,51.520817,,PizzaAmericanLow Delivery Fee,,,0,20-35,27.5,,10.99,0.4,5,3.67,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Hong Thai,1048,163560,London,FirstLine239 Caledonian Road,N1 1ED,51.538854,,ThaiChineseHalalCollect stampsLow De,25% off when you spend £25,,0.99,35-50,42.5,,0,1.6,189,5.1,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Nine Seas,1049,172161,London,FirstLine18 Philpot Street,E1 2DW,51.515212,,ChickenNoodlesLow Delivery Fee,,,1,30-45,37.5,,15,1.8,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Sushi Box,1050,149459,London,FirstLine86 Murray Grove Hoxton,N1 7QJ,51.531045,,JapaneseSushi,15% off when you spend £20,,2.49,25-40,32.5,,10,1,71,3.59,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Barbican Express Pizza,1051,11245,London,FirstLine131 Whitecross Street,EC1Y 8JL,51.523145,,ItalianPizzaLow Delivery Fee,,,1,20-35,27.5,,10,0.4,2645,5.04,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Sugoi JPN,1052,171196,London,FirstLineUnit 49\n2-10 Bethnal Green Road London\nHackney,E1 6GY,51.523533,,SushiJapaneseCollect stamps,20% off when you spend £20,,2.49,25-40,32.5,,0,1.1,2,6,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Cafe La Divina,1053,131720,London,FirstLine134 Upper Street,N1 1QP,51.539268,,ItalianMediterraneanCollect stampsLow Delivery Fee,,,0.99,25-40,32.5,,0,1.5,92,4.93,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Akami Sushi,1054,147406,London,"FirstLineUnit D, Cube Building, 17-21 Wenlock Road",N1 7SL,51.53171417,,SushiJapanese,20% off when you spend £15,,2.49,25-40,32.5,,0,1,74,5.22,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Out Fry - Vauxhall,1055,170418,London,FirstLine187 Hercules Road London,SE1 7LD,51.496084,,ChickenKoreanLow Delivery Fee,,,0.99,20-35,27.5,,0,1.7,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Pret A Manger - Borough High Street,1056,114487,London,FirstLine11-13 Borough High Street,SE1 9SE,51.505488,,BreakfastSandwichesLow Delivery Fee,,,0.99,35-50,42.5,,0,1,220,4.29,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Pizza Hut Restaurants - Russell Square,1057,118929,London,FirstLine150 Southampton Row,WC1B 5AL,51.521298,,PizzaAmericanLow Delivery Fee,,,0.99,30-45,37.5,,0,1.1,175,3.95,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,NXT LVL PZA,1058,167764,London,FirstLine68 Old Compton Street,W1D 4UN,51.512706,,PizzaItalian PizzaLow Delivery Fee,,,0.99,25-40,32.5,,0,1.5,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kim Klan,1059,127538,London,FirstLine292 Caledonian Rd,N1 1BA,51.539347,,ChineseAsianLow Delivery Fee,,,0.99,40-55,47.5,,0,1.6,165,5,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Petra Turkish Restaurant,1060,26155,Islington,FirstLine386 Caledonian Road,N1 1DY,51.541875,,TurkishMediterraneanHalalLow Delivery Fee,,,0,35-50,42.5,,14,1.8,1326,4.72,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Thai Organic At Cruffins,1061,172834,London,FirstLine18 Philpot Street,E1 2DW,51.515212,,ThaiAsianHalalCollect stampsLow Delive,,,1,30-45,37.5,,0,1.8,0,0,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Apna Adda,1062,150341,London,FirstLine16a Leicester Square,WC2H 7LE,51.511138,,IndianVegetarian,,,2.49,25-40,32.5,,0,1.4,32,3.86,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Dragonfly Cafe,1063,55970,London,FirstLine71 Compton Street,EC1V 0BN,51.524653,,VietnameseAsianCollect stamps,10% off when you spend £25,,0,15-30,22.5,,18.5,0.5,230,5.01,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Beirut Garden,1064,137357,London,FirstLine218-220 Shaftesbury Avenue,WC2H 8EB,51.5165,,LebaneseMediterraneanHalal,10% off when you spend £15 before 23:00,,2.49,25-40,32.5,,0,1.2,61,5.13,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Costa Coffee - Guilford Street,1065,147979,London,FirstLine111 Guilford Street,WC1N 1DP,51.524334,,CoffeeBreakfastLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,6,3.11,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Sagar Vegan & Vegetarian,1066,113811,London,FirstLine31 Catherine Street,WC2B 5JS,51.512617,,IndianVegan,,,2.49,25-40,32.5,,0,1,46,4.64,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Chicken Cottage - Old Street,1067,143632,London,FirstLine125 City Road,EC1V 1JB,51.526556,,ChickenBurgersLow Delivery Fee,,,0.99,35-50,42.5,,0,0.8,124,4.36,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Wing - Wing Charing Cross,1068,148319,London,FirstLine47-49 Charing Cross Road,WC2H 0AN,51.511841,,KoreanChickenLow Delivery Fee,,,0.99,20-35,27.5,,0,1.3,62,4.17,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kineya - St Pancras,1069,155817,London,"FirstLineUnit 26, The Circle, St Pancras Station",NW1 2QL,51.531429,,JapaneseNoodlesLow Delivery Fee,,,0.99,20-35,27.5,,0,1.5,17,5,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Tiffin Xpress,1070,109453,London,FirstLine102 Murray Grove,N1 7QP,51.531058,,IndianCurryCollect stampsLow Delivery Fee,10% off when you spend £20,,0,20-35,27.5,,0,1,433,5.58,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Chipotle - Upper St Islington,1071,132452,London,FirstLine334 Upper Street,N1 0PB,51.535251,,MexicanBurritosLow Delivery Fee,,,0.99,40-55,47.5,,0,1.2,247,4.32,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Gourmet Burger Kitchen - St Pauls,1072,130434,London,"FirstLineUnit 4, Condor House, St Pauls Church Yard",EC4M 8AL,51.513405,,BurgersAmericanLow Delivery Fee,,,0.99,25-40,32.5,,0,0.3,87,4.12,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Indian Gourmet - Home Style,1073,117112,London,FirstLine64 Borough High Street,SE1 1XF,51.503995,,IndianCurry,,,2.49,25-40,32.5,,10,1,64,5.17,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Asia Village,1074,89643,London,FirstLine153 Essex Road,N1 2SN,51.540038,,ChineseOrientalLow Delivery Fee,,,1,35-50,42.5,,15,1.5,508,4.94,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Subway® Cannon Street,1075,87994,London,FirstLine129 Cannon Street,EC4N 6AP,51.511421,,SandwichesLunchLow Delivery Fee,,,0.99,25-40,32.5,,0,0.7,42,4.16,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Bombay Burrito,1076,106984,London,FirstLine357 Goswell Road,EC1V 7JL,51.531743,,IndianBurritosLow Delivery Fee,,,0.99,25-40,32.5,,0,1,65,4.85,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Meat House London,1077,106434,London,FirstLine184 - 186 Pentonville Road,N1 9JP,51.531299,,SteakAmericanHalal,10% off when you spend £20,,2.49,25-40,32.5,,0,1.2,18,4.78,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,itsu - Spital Square,1078,81104,London,"FirstLineUnit 1, 30 Spital Square",E1 6DX,51.520164,,SushiAsianLow Delivery Fee,,,0.99,15-30,22.5,,0,1,73,4.68,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,The Posh Burger Co,1079,99021,London,FirstLine96 Old Street,EC1V 9AY,51.524745,,BurgersGourmet,,,2.49,25-40,32.5,,0,0.5,71,4.85,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Mr Chan's,1080,15923,London,FirstLine21 Clerkenwell Road,EC1M 5RD,51.522483,,ChineseDim Sum,20% off when you spend £20,,2.49,35-50,42.5,,10,0.3,2163,5.08,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Crêpeaffaire - Islington,1081,111976,London,FirstLine51-53 Camden Passage,N1 8EA,51.5355,,DessertsCrepesLow Delivery Fee,,,0.99,25-40,32.5,,0,1.2,63,4.67,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,King of Wings - Farringdon,1082,99745,London,FirstLine44-46 Saint John Street,EC1M 4DF,51.520989,,ChickenAmericanHalalLow Delivery Fee,,,0.99,50-65,57.5,,0,0.2,122,5.1,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Creams - Old Street,1083,126699,London,"FirstLine229 Old St, Old Street, London EC1V 9HE",EC1V 9HE,51.526141,,Ice CreamDessertsLow Delivery Fee,,,0.99,15-30,22.5,,0,0.8,193,3.49,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Xiong Mao,1084,72845,London,FirstLine324 Essex Road,N1 3PB,51.543529,,ChineseThaiHalalCollect stampsLow De,10% off when you spend £15 before 23:59,,1,20-35,27.5,,0,1.8,591,3.9,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Tinseltown - Farringdon,1085,81101,London,FirstLine44-46 St John Street,EC1M 4DF,51.521029,,AmericanBurgersHalalLow Delivery Fee,,,0.99,20-35,27.5,,0,0.2,209,4.2,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Taru,1086,139720,London,FirstLine1A Rheidol Terrace,N1 8NT,51.535245,,SushiJapaneseCollect stampsLow Delivery Fee,15% off your order today,,0.99,25-40,32.5,,0,1.2,35,5.23,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Choppaluna - Bloomsbury,1087,130740,London,FirstLineMarchmont Street 87-89 Marchmont Street,WC1N 1AL,51.525906,,SaladsHealthyLow Delivery Fee,,,0.99,25-40,32.5,,0,1.3,121,5.37,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,The Crown Fish & Chip Bar,1088,117314,London,FirstLine20 Chapel Market,N1 9EZ,51.533557,,Fish & ChipsBritishLow Delivery Fee,,,0.99,25-40,32.5,,0,1.1,80,5.23,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Tops Pizza,1089,158035,London,FirstLineGround Floor 22 Penton Street,N1 9PS,51.53225,,PizzaItalian,,,1.99,25-40,32.5,,9.99,1.1,101,4.69,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,KIN,1090,22733,London,FirstLine88 Leather Lane,EC1N 7TT,51.521473,,ThaiChinese,,,2.49,30-45,37.5,,0,0.5,1211,5.22,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Rudy's Vegan Diner,1091,146111,London,FirstLine206 Upper Street,N1 1RQ,51.543036,,VeganBurgersCollect stampsLow Delivery Fee,,,0.99,25-40,32.5,,0,1.7,52,4.83,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Viet Garden,1092,131104,London,FirstLine207 Liverpool Road,N1 1LX,51.539177,,VietnameseAsianLow Delivery Fee,,,0.99,25-40,32.5,,0,1.5,75,4.92,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Zizzi - One New Change,1093,149347,London,FirstLine16 Upper Cheapside Passage,EC2V 6AG,51.513924,,ItalianPizzaLow Delivery Fee,,,0.99,20-35,27.5,,0,0.3,15,3.89,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Liman Restaurant,1094,118608,London,FirstLine60 Penton Street,N1 9PZ,51.53349,,TurkishMediterraneanLow Delivery Fee,,,0.99,25-40,32.5,,0,1.2,34,5.44,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Coco di Mama Kitchen - One New Change,1095,151466,London,FirstLine16 Upper Cheapside Passage,EC2V 6AG,51.513947,,ItalianPastaLow Delivery Fee,,,0.99,20-35,27.5,,0,0.3,25,3.91,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Nonna Selena Pizzeria,1096,149637,London,FirstLine18 Woburn Place,WC1H 0LN,51.524085,,PizzaPastaLow Delivery Fee,10% off when you spend £15,,0.99,25-40,32.5,,0,1.3,23,4.57,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Gallipoli Again,1097,125458,London,FirstLine120 Upper Street,N1 1QP,51.538566,,TurkishGrillHalalCollect stampsLow ,,,0.99,15-30,22.5,,0,1.4,78,5.32,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Mem & Laz Brasserie,1098,115226,London,"FirstLine8 Theberton Street, Islington",N1 0QX,51.537688,,MediterraneanGrillCollect stamps,15% off your order today,,2.49,20-35,27.5,,0,1.4,38,4.18,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Chopstix Noodle Bar - Oxford Street,1099,119616,London,FirstLine29-31 Oxford Street,W1D 2DR,51.51619,,ChineseNoodlesHalalLow Delivery Fee,,,0.99,15-30,22.5,,0,1.4,83,3.55,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Kitchen Dhaanya,1100,67108,London,FirstLine106 Hoxton Street,N1 6SG,51.531033,,IndianCurryHalalLow Delivery Fee,25% off when you spend £15,,0,30-45,37.5,,10,1.2,7377,5.14,4/25/2022 1:01,
EC1A 7EB,London_Center,51.51808898,-0.09922265,Hiba Lebanese Restaurant,1101,5569,London,FirstLine113 High Holborn,WC1V 6JQ,51.517856,,LebaneseVeganHalalCollect stamps,15% off when you spend £20,,2.49,40-55,47.5,,10,0.9,686,4.49,4/25/2022 1:01,
