searched_zipcode,searched_category,searched_lat,searched_lng,Restaurant_Name,restaurant_id,loc_number,City,Address,Postcode,Latitude,Longitude,cuisines,offers,delivery_fee_raw,delivery_fee,delivery_time_raw,delivery_time,service_fee_raw,service_fee,distance,review_count,review_rating,RunDate,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Brick Lane Bagel Co,8215,131429,Loughton,FirstLineUnit 1 Station Approach,IG10 4PD,51.641626,,BagelsCaf\u00e9Low Delivery Fee,,,1,20-35,27.5,,10,0.7,253,5.16,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Hive Cafe & Grocery,8216,127101,Loughton,FirstLine38b Chigwell Lane,IG10 3NY,51.644182,,PizzaBurgers,,,0,35-50,42.5,,15,1.8,185,5.89,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Sapore Rustico,8217,163868,Buckhurst Hill,FirstLine150 Loughton Way,IG9 6AR,51.632772,,Italian,,,1.5,35-50,42.5,,0,0.5,25,5.33,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Cafe Mosaic,8218,158524,Loughton,FirstLine4 Golding's Hill,IG10 1LL,51.656532,,BreakfastBritishCollect stamps,,,0,35-50,42.5,,15,1.8,11,5.45,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Costa Coffee - Buckhurst Hill,8219,152829,Buckhurst Hill,FirstLine48 Queen's Road,IG9 5BY,51.625238,,CoffeeBreakfastLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,25,4.21,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Golden Anchor,8220,120909,Loughton,"FirstLine28 The Broadway, Debden",IG10 3ST,51.647291,,Fish & ChipsBritish,,,0,35-50,42.5,,15,1.9,253,5.54,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Costa Coffee - Queens Road,8221,152824,Buckhurst Hill,FirstLine2 Victoria Road,IG9 5ES,51.625555,,CoffeeBreakfastLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,16,4.5,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Zest Salad Bar,3720,83938,Loughton,FirstLine194 High street,IG10 1DN,51.646922,,PastaSaladsCollect stamps,,,0,,,,0,0.9,335,5.32,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Origin Thai Kitchen @Horse & Well,8222,116104,Woodford Green,FirstLine566-568 High Road,IG8 0PS,51.616955,,ThaiJapanese,25% off when you spend £40 before 22:00,,3,35-50,42.5,,20,1.5,161,4.02,4/25/2022 1:01,
IG10 4QW,London_Suburb,51.63584551,0.041623963,Lavash,8223,151761,Woodford Green,FirstLine4 Jubilee Market St. Barnabas Road,IG8 7BZ,51.607483,,TurkishBurgersCollect stampsLow Delivery Fee,,,0,25-40,32.5,,15,2,33,4.78,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Xizai Kitchen,8224,127177,Woodford Green,FirstLine347 Chigwell Road,IG8 8PL,51.600646,,ChineseOrientalCollect stampsLow Delivery Fee,10% off when you spend £20,,1,35-50,42.5,,15,2,608,5.03,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,KFC Barkingside,8225,72829,Ilford,FirstLine157A High Street,IG6 2AJ,51.592705,,ChickenAmericanLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,4776,4.73,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Best Grill,5029,48247,London,"FirstLine109 High Street, Barkingside",IG6 2AH,51.591341,,TurkishKebabHalalLocal LegendsLow Delivery,,,0,40-55,47.5,,10,0.8,1993,5,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,German Doner Kebab - Barkingside,8226,164316,Ilford,FirstLine122 Barkingside High Street,IG6 2DU,51.591842,,KebabLunchCollect stampsLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,205,4.23,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Barkingside Kebabish,8227,115255,Ilford,FirstLine55 High Street,IG6 2AD,51.589096,,PakistaniIndianHalal,10% off when you spend £20,,0,35-50,42.5,,0,0.7,1270,5.61,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Kebabish Original,7933,31438,Essex,"FirstLine22 High Street, Barkingside",IG6 2DF,51.588891,,IndianCurryHalalCollect stamps,,,0,45-60,52.5,,17.99,0.7,686,4.31,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Restaurant Moldova,8228,117476,Ilford,FirstLine391 Eastern Avenue,IG2 6LR,51.576369,,RomanianGrill,,,2.49,25-40,32.5,,0,0.5,138,5.44,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Fireaway Designer Pizza - Barkingside,8229,151042,Ilford,FirstLine10 State Parade,IG6 2EY,51.593833,,PizzaItalianLow Delivery Fee,,,0.99,20-35,27.5,,0,1,109,5.02,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Sharod,8230,119166,Barkingside,"FirstLine3 State Parade, High Street",IG6 2EY,51.590842,,IndianCurryCollect stampsLow Delivery Fee,10% off when you spend £20,,0,30-45,37.5,,10,0.8,194,4.99,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Dixy Fried Chicken & Pizza,8231,62060,Ilford,"FirstLine67 High Street, Barkingside",IG6 2AF,51.590483,,ChickenPizzaHalalCollect stamps,10% off when you spend £20,,0,30-45,37.5,,15.99,0.8,1145,3.78,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Papa John's - Barkingside,8232,162186,Ilford,FirstLine27 High Street,IG6 2AW,51.589022,,PizzaAmericanLow Delivery Fee,,,0,20-35,27.5,,10.99,0.7,11,3.03,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Jilani Chicken & Chips,8233,106372,Ilford,FirstLine8 Claybury Broadway,IG5 0LQ,51.590108,,ChickenPizzaHalal,,,0,35-50,42.5,,0,1.4,774,5.6,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Spice Hut - Barkingside,8234,145441,Ilford,FirstLine38 High Street,IG6 2DQ,51.58935,,IndianKebabLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,164,4.88,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Kebabish Original,7933,105,Ilford,FirstLine349 Eastern Avenue,IG2 6NE,51.576776,,IndianPakistaniHalal,,,2,45-60,52.5,,12,0.5,616,4.59,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Abshar Indian Cuisine,8235,40896,Ilford,"FirstLine43 High Street, Barkingside",IG6 2AD,51.589745,,IndianCurry,,,0,35-50,42.5,,20,0.7,140,5.45,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Mr Singh’s Pizza,8236,111682,Ilford,FirstLine387 Eastern Avenue,IG2 6LR,51.57648,,PizzaVegetarianCollect stampsLow Delivery Fee,,,0.99,25-40,32.5,,0,0.5,126,5.2,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,New Ho Wah,8237,106504,Ilford,FirstLine2 Broadway Parade,IG6 2JU,51.595022,,ChineseThaiHalalLocal LegendsLow Delivery Fe,,,1,40-55,47.5,,12,1.1,861,5.09,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Hainault BBQ Kebabs,8238,31316,Essex,FirstLine210 New North Road,IG6 3BS,51.604422,,KebabPizzaHalalLocal LegendsLow Delivery Fee,,,0,35-50,42.5,,12,1.9,1921,5.38,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Cookies & Cream Barkingside,8239,90356,Ilford,FirstLine153 High Street,IG6 2AJ,51.592677,,DessertsIce CreamLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,540,4.85,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Charcoal Grill,3756,40082,Ilford,FirstLine168 Fencepiece Road,IG6 2LB,51.600594,,TurkishKebabHalalLow Delivery Fee,,,0,30-45,37.5,,12,1.5,1044,5.2,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Onur BBQ,8240,127475,Ilford,FirstLine139 High Street,IG6 2AJ,51.592329,,TurkishKebabHalal,,,2,35-50,42.5,,15,0.9,164,5.18,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Gul's Grill,8241,97502,Ilford,FirstLine218 Redbridge Lane East,IG4 5BQ,51.576985,,ChickenPizzaHalal,,,3,35-50,42.5,,15,1.3,29,5.16,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,A Decadent Affair,8242,148980,Ilford,FirstLine62 Craven Gardens,IG6 1PF,51.58974,,DessertsCakesCollect stamps,,,2.49,25-40,32.5,,0,0.8,71,5.9,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Midas BBQ,8243,135793,Chigwell,FirstLine560 Limes Avenue,IG7 5NT,51.608179,,KebabTurkish,15% off when you spend £25,,2,30-45,37.5,,12,2,179,5.52,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Sambal Express - Barkingside,8244,158054,Ilford,FirstLine71 High Street,IG6 2AY,51.590491,,Sri LankanIndianLow Delivery Fee,,,0.99,25-40,32.5,,0,0.8,20,4.63,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Spice Hut Newbury Park,8245,127514,Ilford,FirstLine755 Eastern Avenue,IG2 7RX,51.57609,,IndianFast FoodLow Delivery Fee,15% off when you spend £10,,0.99,20-35,27.5,,0,0.8,110,5.17,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Bombay Spice,2513,153561,Woodford Green,FirstLine345 Chigwell Road,IG8 8PL,51.60064,,IndianCurryLow Delivery Fee,,,1,35-50,42.5,,12,2,57,5.4,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Monsoon Restaurant,8246,63878,Essex,FirstLine55 New North Road,IG6 2UE,51.602686,,IndianCurryHalal,,,1.5,35-50,42.5,,10,1.6,455,5.13,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Bhangra Beat,8247,121443,Ilford,FirstLine153 High Street,IG6 2AJ,51.592638,,IndianVeganCollect stamps,15% off when you spend £20,,0,40-55,47.5,,20,0.9,81,5.18,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Birashwamys Est 1970,8248,141746,Ilford,FirstLine4 Broadway Market Fencepiece Road,IG6 2JT,51.594939,,IndianThaiHalalCollect stampsLow Deli,10% off when you spend £15,,0,35-50,42.5,,10,1.1,114,5.19,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Chigwell Tandoori,8249,103418,Chigwell,FirstLine558 Limes Avenue,IG7 5NT,51.608179,,IndianCurryLow Delivery Fee,,,1,35-50,42.5,,12,2,113,5.22,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Junglees,8250,160437,Ilford,FirstLine27a High Street,IG6 2AA,51.589004,,BurgersAmericanHalal,10% off when you spend £15,,2.49,30-45,37.5,,0,0.7,45,4.96,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Sweet,4408,159217,Ilford,FirstLine128 -130 High Street,IG6 2DU,51.591938,,DessertsBreakfastCollect stamps,,,2.49,25-40,32.5,,0,0.9,30,4.13,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Chicks Chicken & Pizza,8251,21419,Essex,"FirstLine12 HIgh Street, Barkingside",IG6 2DF,51.588892,,ChickenPizzaHalalLow Delivery Fee,,,1,35-50,42.5,,14.99,0.7,266,4.15,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,New Favourite Chicken,8252,90335,Ilford,FirstLine385 Eastern Avenue,IG2 6LR,51.576459,,ChickenBurgersHalal,,,2.49,30-45,37.5,,0,0.5,60,4.93,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Pepperman's Deli,8253,161530,Ilford,FirstLine143 High Street,IG6 2AJ,51.592463,,BagelsBagels,,,2.49,25-40,32.5,,0,0.9,7,5.33,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Pizza Hut Delivery - Barking,8057,140825,Ilford,FirstLineHigh Street,IG6 1QB,51.588822,,PizzaAmericanLow Delivery Fee,,,1,30-45,37.5,,12.99,0.7,10,3.63,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Smokin' Grill,8254,132704,Ilford,FirstLine12 Claybury Broadway,IG5 0LQ,51.590108,,BurgersChickenHalalCollect stamps,,,2.49,15-30,22.5,,0,1.4,73,5.36,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Desi Fusion Flavours @ Old Parkonians,8255,140190,"Forest Road, Ilford",FirstLineOld Parkonians Pavilion Oak Field Playing Fields,IG6 3HD,51.597155,,IndianIndo-Chinese Fusion,,,3,35-50,42.5,,15,1.3,14,5.6,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,McDonald's® - Barkingside London,8256,119818,Ilford,FirstLine21 High Street,IG6 2AW,51.588734,,BurgersChickenLow Delivery Fee,,,0.99,20-35,27.5,,0,0.6,5867,3.86,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,"Greggs - Barkingside, 75 High St",8257,123857,Ilford,FirstLine75 High Street,IG6 2AF,51.59056,,SandwichesBreakfastLow Delivery Fee,,,0.99,20-35,27.5,,0,0.8,829,4.99,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Clayhall Fish Bar,8258,128482,Ilford,FirstLine13 Claybury Broadway,IG5 0LQ,51.590019,,Fish & ChipsBurgersCollect stampsLow Delivery Fee,,,0.99,25-40,32.5,,0,1.4,314,5.31,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Costa Coffee - Barkingside,8259,141431,Barkingside,FirstLine113 High Street,IG6 2AH,51.591687,,CoffeeBreakfastLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,171,4.9,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Subway® - Barkingside,8260,98609,Ilford,FirstLine48 High Street,IG6 2DQ,51.589625,,SandwichesLunchHalalLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,190,4.65,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Danny's Pie and Mash,8261,90488,Ilford,FirstLine100 High Street,IG6 2DR,51.59116,,Pies Caf\u00e9,,,2.49,20-35,27.5,,0,0.8,231,5.59,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Golden Anchor,8220,155106,Ilford,FirstLine170 Longwood Gardens,IG5 0EW,51.587117,,Fish & ChipsKebabHalal,,,2.49,25-40,32.5,,0,0.6,26,5.46,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Café @ No.4,8262,116527,Ilford,FirstLine4 Claybury Broadway,IG5 0LQ,51.590108,,BreakfastGrill,,,2.49,25-40,32.5,,0,1.4,77,5.51,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Cake Box - Barkingside,8263,117834,Ilford,"FirstLine6 State Parade, High Street, Barkingside",IG6 2EY,51.593567,,DessertsCakesLow Delivery Fee,,,0.99,15-30,22.5,,0,1,31,4.97,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Loyal Teddie’s,8264,170866,Ilford,FirstLine216 New North Road,IG6 3BS,51.604398,,Street FoodMilkshakesLow Delivery Fee,,,0,25-40,32.5,,10,1.9,4,4,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Cafe 104,8265,131321,Ilford,FirstLine104 Tanners Lane,IG6 1QE,51.588247,,BurgersBreakfast,,,2.49,20-35,27.5,,0,0.6,173,5.52,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Rj's Fried Chicken,8266,124855,Ilford,FirstLine980 Eastern Avenue,IG2 7JD,51.57758,,ChickenBurgersHalalCollect stamps,10% off when you spend £15,,0.99,20-35,27.5,,0,1,299,5.16,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Sweet1ne @Synergy Gym,8267,141610,Ilford,"FirstLineLake Forest, House Forest Road",IG6 3HJ,51.598347,,CaribbeanSeafoodHalalCollect stamps,,,1.49,35-50,42.5,,10,1.6,372,5.04,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Sweet Summer London,8268,164312,Ilford,FirstLine175 High Street,IG6 2AJ,51.593083,,Frozen YogurtCoffee,,,2.49,25-40,32.5,,0,1,9,5.26,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,The Curry Club London,8269,170806,Ilford,FirstLine41 High Street,IG6 2AD,51.589577,,IndianVegan,,,2.49,25-40,32.5,,0,0.7,0,0,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Big Bite,8270,138851,Ilford,FirstLine958 Eastern Avenue,IG2 7JD,51.577303,,BurgersChickenHalalCollect stamps,,,0,,,,0,0.9,31,5.03,4/25/2022 1:01,
IG6 1AY,London_Suburb,51.57969599,0.076965224,Vegetarian Lounge,8271,162670,Woodford Green,FirstLine345 Chigwell Road,IG8 8PL,51.600024,,VegetarianFusionHalalLow Delivery Fee,,,1,35-50,42.5,,0,2,2,5.5,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Bekash Tandoori Restaurant,8272,113627,London,"FirstLine70 Victoria Rd, Romford",RM1 2LA,51.574889,,IndianCurryLow Delivery Fee,,,0,35-50,42.5,,0,1.3,134,4.5,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Asia Spice,8273,54037,Romford,FirstLine62 Victoria Road,RM1 2JH,51.574503,,IndianCurryHalalLow Delivery Fee,10% off when you spend £20,,0,35-50,42.5,,15,1.3,622,5.37,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,KFC Collier Row Road,8274,106467,Romford,FirstLine17 Collier Row Road,RM5 3NT,51.598907,,ChickenAmericanLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,1374,4.71,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,12th Street Burgers and Shakes - Romford,8275,168697,Romford,FirstLine4 Collier Row Road,RM5 3NX,51.599452,,BurgersAmerican,,,3,60-75,67.5,,20,0.7,70,3.17,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Silver Sea Chinese Takeaway,8276,159752,Romford,FirstLine5 Chase Cross Road,RM5 3PJ,51.599745,,ChineseLow Delivery Fee,,,1,35-50,42.5,,15,0.7,102,4.89,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Subway - Collier Row,8277,111045,Romford,FirstLine140-148 Collier Row Road,RM5 2BD,51.598205,,SandwichesLunchLow Delivery Fee,,,0.99,20-35,27.5,,0,0.9,444,4.25,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,The Vindaloo,8278,37389,Romford,"FirstLine43 Gobions Avenue, Collier Row",RM5 3SS,51.60118,,IndianBangladeshiHalal,,,0,30-45,37.5,,0,0.6,981,5.44,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Raj of India,8279,115135,Romford,FirstLine27 Collier Row Road,RM5 3NR,51.59872,,IndianCurryLow Delivery Fee,10% off when you spend £15,,0,35-50,42.5,,0,0.7,149,4.85,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Shakes And Waffles,8280,170354,London,"FirstLine168a Main Road, Gidea Park, Romford, Essex",RM2 5HA,51.586586,,DessertsMilkshakesCollect stamps,20% off when you spend £25,,0,30-45,37.5,,0,1.2,2,1.67,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Pizza Hut Delivery Collier Row,8281,85008,Romford,FirstLine3 Chase Cross Road,RM5 3PJ,51.599728,,PizzaAmericanLow Delivery Fee,,,0.99,25-40,32.5,,0,0.7,104,4.49,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Churchill's Fish & Chips - Collier Row,8282,90740,Collier Row,FirstLine15 Clock House Lane,RM5 3PH,51.59978,,Fish & ChipsBritish,10% off when you spend £35,,2.99,35-50,42.5,,10,0.7,746,5.5,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Wow Wow Tastes,8283,171065,Romford,"FirstLineUnit 18, 22-23 Danes Road",RM7 0HL,51.569946,,ChickenBurgers,,,2.49,25-40,32.5,,0,1.6,2,6,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Chooky's Peri Peri,8284,144768,Romford,FirstLine3 Clockhouse Lane,RM5 3PH,51.599873,,ChickenBurgersHalal,,,1.5,35-50,42.5,,10,0.7,126,5.74,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Sweet Basil Chinese,8285,14375,Romford,FirstLine179 South Street,RM1 1PS,51.573801,,ChineseNoodlesLocal LegendsLow Delivery Fee,,,0,35-50,42.5,,0,1.3,3661,4.93,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Bamboo Bay - Romford,8286,171416,Romford,"FirstLineUnit 3, The Liberty Shopping Centre",RM1 3RL,51.57833,"Centre""",AsianChickenCollect stampsLow Delivery Fee,,,0.99,20-35,27.5,,0,1,1,4,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,McDonald's® - Romford Brewery,8287,125170,Romford,FirstLineThe Brewery,RM1 1AU,51.575495,,BurgersChickenLow Delivery Fee,,,0.99,20-35,27.5,,0,1.2,1088,3.67,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Ottomans Turkish Restaurant,8288,113648,Romford,FirstLine176 Mawney Road,RM7 8BU,51.58285,,TurkishKebabHalalCollect stamps,,,2.5,45-60,52.5,,10,0.8,1401,5.2,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Burger King Romford,8289,90221,Romford,"FirstLineEastern Avenue Retail Park, Eastern Ave W, Romford",RM7 7JJ,51.583,,BurgersAmericanLow Delivery Fee,,,0.99,20-35,27.5,,0,0.7,1129,4.37,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Taco Bell - Romford,8290,158490,Romford,"FirstLineUnit 2, The Brewery",RM1 1AU,51.576159,,MexicanBurritosLow Delivery Fee,,,0.99,20-35,27.5,,0,1.1,327,3.94,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Asia Villa,1387,79090,Romford,FirstLine19 Victoria Road,RM1 2JT,51.574845,,ThaiJapaneseHalalLocal LegendsLow Delivery ,,,0,35-50,42.5,,0,1.3,1245,5.17,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Shen Kebab,8291,31337,Romford,"FirstLineShen Kebabs, Pizzas & Burgers 51 White Hart Lane",RM7 8JB,51.591681,51,KebabPizzaLow Delivery Fee,,,0,45-60,52.5,,10,0.7,3793,5.2,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Bollywood,8292,37691,Collier Row,FirstLine7 Chase Cross Road,RM5 3PJ,51.600116,,IndianCurryLow Delivery Fee,,,1,35-50,42.5,,15,0.7,445,4.6,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Balgores Best Kebab,8293,70232,Romford,FirstLine81 Balgores Lane,RM2 6BP,51.581653,,PizzaKebabHalalLow Delivery Fee,,,1,40-55,47.5,,12,1.5,1179,4.65,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Romford Fish Bar,8294,73476,Essex,FirstLine132 North Street,RM1 1DL,51.581255,,Fish & ChipsChicken,,,1.5,30-45,37.5,,10,0.8,1987,4.44,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Dixy Chicken & Pizza,8295,149490,Romford,"FirstLine2 Old Mill Parade, Victoria Road",RM1 2HU,51.574064,,ChickenPizzaHalalLow Delivery Fee,10% off when you spend £25,,0,35-50,42.5,,12.99,1.3,299,4.48,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Pepe's Piri Piri - Romford,8296,125420,Romford,"FirstLine172-174, South Street",RM1 1TR,51.57324,,Peri PeriChickenCollect stampsLow Delivery Fee,,,0.99,20-35,27.5,,0,1.4,321,4.42,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Nazar BBQ Restaurant,8297,55885,Romford,FirstLine144 Rush Green Road,RM7 0QA,51.565921,,KebabPizzaHalalCollect stamps,,,2,35-50,42.5,,10,1.8,1599,5.14,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Favorite Chicken & Ribs - Romford,8298,38812,Essex,FirstLine91 Albert Road,RM1 2PS,51.572416,,ChickenBurgersLow Delivery Fee,,,0.99,20-35,27.5,,0,1.5,1103,4.61,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Aroma Indian Restaurant,8299,702,Essex,FirstLine55 High Street,RM1 1JL,51.577185,,IndianCurryLow Delivery Fee,,,1,25-40,32.5,,0,1,1693,5.19,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,New Fortune Inn,8300,150535,Hornchurch,FirstLine83 Park Lane,RM11 1BH,51.569026,,ChineseThaiLow Delivery Fee,10% off when you spend £20,,1,35-50,42.5,,13,1.8,316,5.09,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Fellas Chicken,8301,82539,Romford,FirstLine126 North Street,RM1 1DL,51.581683,,ChickenFast FoodLow Delivery Fee,,,0,30-45,37.5,,0,0.7,463,4.48,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Nasi Isda,8302,156156,Romford,FirstLineUnit N16 LIBERTY 1 SHOPPING CENTRE,RM1 3RT,51.579195,,JapaneseSushiHalalCollect stampsLo,10% off your order today,,0,35-50,42.5,,0,1,221,5.37,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Chick'n Shack,8303,97596,Romford,FirstLine55 White Hart Lane,RM7 8JB,51.591494,,Peri PeriChickenLow Delivery Fee,15% off when you spend £20,,0,45-60,52.5,,0,0.7,521,4.77,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Flames Kebabs & Pizza,8304,136919,Romford,FirstLine101 North Street,RM1 1EU,51.58091,,KebabPizza,,,3,35-50,42.5,,10,0.8,92,5.43,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,The Peri Peri Box,8305,126452,Romford,FirstLine4 Old Mill Parade,RM1 2HU,51.574351,,Peri PeriBurgersHalalLow Delivery Fee,10% off when you spend £15 before 18:30,,0,40-55,47.5,,8,1.3,266,5.27,4/25/2022 1:01,
RM1 4RD,London_Suburb,51.59212156,0.173426108,Essex Chef,8306,148464,Hornchurch,FirstLine28 Roneo Corner,RM12 4TN,51.565274,,PizzaKebabHalal,,,2,30-45,37.5,,15,1.9,136,5.23,4/25/2022 1:01,
